,DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
309,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9Y600,Cysteine sulfinic acid decarboxylase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
310,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P19113,Histidine decarboxylase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
311,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96A70,Antizyme inhibitor 2,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
312,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P20132,L-serine dehydratase/L-threonine deaminase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
313,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
314,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P23378,"Glycine dehydrogenase (decarboxylating), mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
315,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P24298,Alanine aminotransferase 1,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
316,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9Y617,Phosphoserine aminotransferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
317,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
318,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P21549,Serine--pyruvate aminotransferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
319,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96GD0,Pyridoxal phosphate phosphatase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
320,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,O15269,Serine palmitoyltransferase 1,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
321,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P32929,Cystathionine gamma-lyase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
322,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
323,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
324,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,O94903,Proline synthase co-transcribed bacterial homolog protein,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
325,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
326,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P11216,"Glycogen phosphorylase, brain form",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
327,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P11217,"Glycogen phosphorylase, muscle form",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
328,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
329,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q2TU84,Aspartate aminotransferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
330,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q53ET4,Serine hydroxymethyltransferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
331,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q59FK2,Selenocysteine lyase variant,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
332,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q59GM9,"Alpha-1,4 glucan phosphorylase",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
333,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q5JAM2,5-aminolevulinate synthase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
334,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q5VZ30,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
335,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q6IBS8,DDC protein,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
336,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q6YP21,Kynurenine--oxoglutarate transaminase 3,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
337,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q6ZQY3,Acidic amino acid decarboxylase GADL1,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
338,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96I15,Selenocysteine lyase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
339,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q6WRI0,Immunoglobulin superfamily member 10,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
340,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
341,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q8IVA8,"Glutamate decarboxylase 1 (Brain, 67kDa)",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
342,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
343,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P22557,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
344,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q8TD30,Alanine aminotransferase 2,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
345,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96EN8,Molybdenum cofactor sulfurase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
346,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96GA7,Serine dehydratase-like,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
347,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9BXA1,Hepatic peroxysomal alanine:glyoxylate aminotransferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
348,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9GZT4,Serine racemase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
349,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
350,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9NUV7,Serine palmitoyltransferase 3,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
351,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9UGI5,Glutamic acid decarboxylase,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
352,DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9UJX1,Alanine-glyoxylate aminotransferase homolog,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
353,DB00115,Cyanocobalamin,SmallMoleculeDrug,Q99707,Methionine synthase,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
354,DB00115,Cyanocobalamin,SmallMoleculeDrug,P22033,"Methylmalonyl-CoA mutase, mitochondrial",C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
355,DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
356,DB00115,Cyanocobalamin,SmallMoleculeDrug,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
357,DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
358,DB00115,Cyanocobalamin,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
359,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P48728,"Aminomethyltransferase, mitochondrial",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
360,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
361,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
362,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
363,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
364,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q99707,Methionine synthase,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
365,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O95954,Formimidoyltransferase-cyclodeaminase,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
366,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
367,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P31939,Bifunctional purine biosynthesis protein PURH,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
368,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q53ET4,Serine hydroxymethyltransferase,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
369,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
370,DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
371,DB00117,Histidine,SmallMoleculeDrug,P19113,Histidine decarboxylase,N[C@@H](CC1=CNC=N1)C(O)=O
372,DB00117,Histidine,SmallMoleculeDrug,P42357,Histidine ammonia-lyase,N[C@@H](CC1=CNC=N1)C(O)=O
373,DB00117,Histidine,SmallMoleculeDrug,Q99624,Sodium-coupled neutral amino acid transporter 3,N[C@@H](CC1=CNC=N1)C(O)=O
374,DB00117,Histidine,SmallMoleculeDrug,P12081,"Histidine--tRNA ligase, cytoplasmic",N[C@@H](CC1=CNC=N1)C(O)=O
375,DB00118,Ademetionine,SmallMoleculeDrug,P17707,S-adenosylmethionine decarboxylase proenzyme,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
376,DB00118,Ademetionine,SmallMoleculeDrug,P31153,S-adenosylmethionine synthase isoform type-2,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
377,DB00118,Ademetionine,SmallMoleculeDrug,P35520,Cystathionine beta-synthase,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
378,DB00118,Ademetionine,SmallMoleculeDrug,Q14749,Glycine N-methyltransferase,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
379,DB00118,Ademetionine,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
380,DB00118,Ademetionine,SmallMoleculeDrug,P21964,Catechol O-methyltransferase,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
381,DB00118,Ademetionine,SmallMoleculeDrug,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
382,DB00118,Ademetionine,SmallMoleculeDrug,Q9HBK9,Arsenite methyltransferase,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
383,DB00119,Pyruvic acid,SmallMoleculeDrug,P30613,Pyruvate kinase PKLR,CC(=O)C(O)=O
384,DB00119,Pyruvic acid,SmallMoleculeDrug,P14618,Pyruvate kinase PKM,CC(=O)C(O)=O
385,DB00119,Pyruvic acid,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",CC(=O)C(O)=O
386,DB00119,Pyruvic acid,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",CC(=O)C(O)=O
387,DB00119,Pyruvic acid,SmallMoleculeDrug,O15403,Monocarboxylate transporter 7,CC(=O)C(O)=O
388,DB00119,Pyruvic acid,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8,CC(=O)C(O)=O
389,DB00119,Pyruvic acid,SmallMoleculeDrug,O15374,Monocarboxylate transporter 5,CC(=O)C(O)=O
390,DB00119,Pyruvic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial",CC(=O)C(O)=O
391,DB00119,Pyruvic acid,SmallMoleculeDrug,O95907,Monocarboxylate transporter 3,CC(=O)C(O)=O
392,DB00119,Pyruvic acid,SmallMoleculeDrug,O15375,Monocarboxylate transporter 6,CC(=O)C(O)=O
393,DB00119,Pyruvic acid,SmallMoleculeDrug,O60669,Monocarboxylate transporter 2,CC(=O)C(O)=O
394,DB00119,Pyruvic acid,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4,CC(=O)C(O)=O
395,DB00119,Pyruvic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1,CC(=O)C(O)=O
396,DB00119,Pyruvic acid,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial",CC(=O)C(O)=O
397,DB00120,Phenylalanine,SmallMoleculeDrug,O95363,"Phenylalanine--tRNA ligase, mitochondrial",N[C@@H](CC1=CC=CC=C1)C(O)=O
398,DB00120,Phenylalanine,SmallMoleculeDrug,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,N[C@@H](CC1=CC=CC=C1)C(O)=O
399,DB00120,Phenylalanine,SmallMoleculeDrug,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,N[C@@H](CC1=CC=CC=C1)C(O)=O
400,DB00120,Phenylalanine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase,N[C@@H](CC1=CC=CC=C1)C(O)=O
401,DB00120,Phenylalanine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase,N[C@@H](CC1=CC=CC=C1)C(O)=O
402,DB00120,Phenylalanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase,N[C@@H](CC1=CC=CC=C1)C(O)=O
403,DB00120,Phenylalanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2,N[C@@H](CC1=CC=CC=C1)C(O)=O
404,DB00121,Biotin,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
405,DB00121,Biotin,SmallMoleculeDrug,P50747,Biotin--protein ligase,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
406,DB00121,Biotin,SmallMoleculeDrug,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
407,DB00121,Biotin,SmallMoleculeDrug,O00763,Acetyl-CoA carboxylase 2,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
408,DB00121,Biotin,SmallMoleculeDrug,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
409,DB00121,Biotin,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial",[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
410,DB00121,Biotin,SmallMoleculeDrug,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
411,DB00121,Biotin,SmallMoleculeDrug,Q13085,Acetyl-CoA carboxylase 1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
412,DB00122,Choline,SmallMoleculeDrug,P22303,Acetylcholinesterase,C[N+](C)(C)CCO
413,DB00122,Choline,SmallMoleculeDrug,Q9Y5K3,Choline-phosphate cytidylyltransferase B,C[N+](C)(C)CCO
414,DB00122,Choline,SmallMoleculeDrug,P49585,Choline-phosphate cytidylyltransferase A,C[N+](C)(C)CCO
415,DB00122,Choline,SmallMoleculeDrug,O14939,Phospholipase D2,C[N+](C)(C)CCO
416,DB00122,Choline,SmallMoleculeDrug,P06276,Cholinesterase,C[N+](C)(C)CCO
417,DB00122,Choline,SmallMoleculeDrug,Q13393,Phospholipase D1,C[N+](C)(C)CCO
418,DB00122,Choline,SmallMoleculeDrug,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,C[N+](C)(C)CCO
